"entryID","name","type","reaction","x","y","graphicalType","width","height","bgcolor","entrez","dictID","reaction_type","org","pathway","is_bottleneck","freq","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"30",NA,"gene","rn:R00897",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI1103",NA,"irreversible","hin","01200",0,0,0,1,0,0,1.26195704298226e-05,3,0.999838435163677,0,0,0,2,1,1,"HNB"
"43",NA,"gene","rn:R01068",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI0524",NA,"irreversible","hin","01200",0,0,0,1,0,0,1.26195704298226e-05,13,0.999962756820492,0,0,0,2,1,1,"HNB"
"44",NA,"gene","rn:R01067",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI1023",NA,"irreversible","hin","01200",0,0,0,1,0,0,1.26195704298226e-05,14,0.999888303965814,0,0,0,2,1,1,"HNB"
"46",NA,"gene","rn:R01518",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI0757",NA,"reversible","hin","01200",0,0,0,1,0,0,1.26195704298226e-05,15,0.999800672630531,0,0,0,2,1,1,"HNB"
"47",NA,"gene","rn:R01512",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI0525",NA,"reversible","hin","01200",0,0,0,1,0,0,1.26195704298226e-05,16,0.999908011418146,0,0,0,2,1,1,"HNB"
"48",NA,"gene","rn:R01061 rn:R01063",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI0001",NA,"reversible","hin","01200",0,0,0,1,0,0,1.26195704298226e-05,17,0.999813070446743,0,0,0,2,1,1,"HNB"
"49",NA,"gene","rn:R01068 rn:R01070",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI0524",NA,NA,"hin","01200",0,0,0,1,0,0,1.26195704298226e-05,13,0.999962756820492,0,0,0,2,1,1,"HNB"
"51",NA,"gene","rn:R00762 rn:R04780",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI0667 / hin:HI1645",NA,NA,"hin","01200",0,0,0,1,0,0,1.26195704298226e-05,18,0.999878118569399,0,0,0,2,1,1,"HNB"
"52",NA,"gene","rn:R01830",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI1023",NA,"reversible","hin","01200",0,0,0,1,0,0,1.26195704298226e-05,14,0.999888303965814,0,0,0,2,1,1,"HNB"
"54",NA,"gene","rn:R01829",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI0524",NA,"irreversible","hin","01200",0,0,0,1,0,0,1.26195704298226e-05,13,0.999962756820492,0,0,0,2,1,1,"HNB"
"57",NA,"gene","rn:R01641",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI1023",NA,"reversible","hin","01200",0,0,0,1,0,0,1.26195704298226e-05,14,0.999888303965814,0,0,0,2,1,1,"HNB"
"59",NA,"gene","rn:R01529",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI0566",NA,"reversible","hin","01200",0,0,0,1,0,0,1.26195704298226e-05,23,0.999993945086763,0,0,0,2,1,1,"HNB"
"64",NA,"gene","rn:R00756 rn:R04779 rn:R09084",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI0982",NA,NA,"hin","01200",0,0,0,1,0,0,1.26195704298226e-05,25,0.999895148750231,0,0,0,2,1,1,"HNB"
"66",NA,"gene","rn:R02740",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI1576",NA,"reversible","hin","01200",0,0,0,1,0,0,1.26195704298226e-05,32,0.999956731077184,0,0,0,2,1,1,"HNB"
"67",NA,"gene","rn:R02736 rn:R10907",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI0558",NA,"irreversible","hin","01200",0,0,0,1,0,0,1.26195704298226e-05,33,0.999882834490178,0,0,0,2,1,1,"HNB"
"69",NA,"gene","rn:R01528 rn:R10221",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI0553",NA,"irreversible","hin","01200",0,0,0,1,0,0,1.26195704298226e-05,37,0.999971777584342,0,0,0,2,1,1,"HNB"
"71",NA,"gene","rn:R01056",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI0464",NA,"reversible","hin","01200",0,0,0,1,0,0,1.26195704298226e-05,40,0.999985161315632,0,0,0,2,1,1,"HNB"
"72",NA,"gene","rn:R01015",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI0678",NA,"reversible","hin","01200",0,0,0,1,0,0,1.26195704298226e-05,41,0.999905978530383,0,0,0,2,1,1,"HNB"
"73",NA,"gene","rn:R01827",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI1125",NA,"reversible","hin","01200",0,0,0,1,0,0,1.26195704298226e-05,42,0.99990514819304,0,0,0,2,1,1,"HNB"
"75",NA,"gene","rn:R00658",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI0932",NA,"reversible","hin","01200",0,0,0,1,0,0,1.26195704298226e-05,43,0.999922805385195,0,0,0,2,1,1,"HNB"
"76",NA,"gene","rn:R00200",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI1573",NA,"irreversible","hin","01200",0,0,0,1,0,0,1.26195704298226e-05,44,0.999891568066312,0,0,0,2,1,1,"HNB"
"78",NA,"gene","rn:R00209",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI1231 / hin:HI1232 / hin:HI1233",NA,"irreversible","hin","01200",0,0,0,1,0,0,1.26195704298226e-05,47,0.999879641979073,0,0,0,2,1,1,"HNB"
"80",NA,"gene","rn:R00345",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI1636",NA,"irreversible","hin","01200",0,0,0,1,0,0,1.26195704298226e-05,55,0.999952438722137,0,0,0,2,1,1,"HNB"
"83",NA,"gene","rn:R00342 rn:R00343",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI1210",NA,"reversible","hin","01200",0,0,0,1,0,0,1.26195704298226e-05,60,0.999819966660829,0,0,0,2,1,1,"HNB"
"84",NA,"gene","rn:R01082",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI1398",NA,"reversible","hin","01200",0,0,0,1,0,0,1.26195704298226e-05,61,0.999859579121522,0,0,0,2,1,1,"HNB"
"85",NA,"gene","rn:R02164 rn:R00402 rn:R10660",NA,NA,"line",NA,NA,"#FFFFFF","hin:HI0832 / hin:HI0833 / hin:HI0834 / hin:HI0835",NA,"reversible","hin","01200",0,0,0,1,0,0,1.26195704298226e-05,62,0.999884974557905,0,0,0,2,1,1,"HNB"
