"entryID","name","type","reaction","x","y","graphicalType","width","height","bgcolor","entrez","dictID","reaction_type","org","pathway","is_bottleneck","freq","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"16",NA,"gene",NA,908,458,"rectangle",46,17,"#BFFFBF","dme:Dmel_CG11992",NA,NA,"dme","04933",1,1,0,0,0,0,0.00166666666666667,4,0,3,1,3,6,1.68727450298877e-16,8.10400044340984e-17,"NHB"
"23",NA,"gene",NA,774,904,"rectangle",46,17,"#BFFFBF","dme:Dmel_CG5680",NA,NA,"dme","04933",0,1,0.00742753623188406,2,0,0,0.00181159420289855,1,0,4,1,3,11,0.913766333242152,0,"HNB"
"31",NA,"gene",NA,669,461,"rectangle",46,17,"#BFFFBF","dme:Dmel_CG9375",NA,NA,"dme","04933",0,1,0,4,0,0,0.00242130750605327,1,0,4,1,3,4,2.20551066818556e-16,0.79393964004245,"NHNB"
"32",NA,"gene",NA,774,381,"rectangle",46,17,"#BFFFBF","dme:Dmel_CG33338 / dme:Dmel_CG5475 / dme:Dmel_CG7393",NA,NA,"dme","04933",0,1,0.0189009661835749,3,0,0,0.00198019801980198,1,0,3,1,3,13,1,0,"HNB"
"34",NA,"gene",NA,774,337,"rectangle",46,17,"#BFFFBF","dme:Dmel_CG12559",NA,NA,"dme","04933",0,1,0.00833333333333333,3,0,0,0.00198019801980198,1,0,3,1,3,8,0.52069322720119,0,"NHNB"
"39",NA,"gene",NA,290,167,"rectangle",46,17,"#BFFFBF","dme:Dmel_CG8224",NA,NA,"dme","04933",0,1,0,1,0,0,0.00180831826401447,2,0,5,1,3,1,5.5137766704639e-17,0,"NHNB"
"43",NA,"gene",NA,669,167,"rectangle",46,17,"#BFFFBF","dme:Dmel_CG2262",NA,NA,"dme","04933",1,1,0.0271739130434783,1,0,0,0.00173611111111111,2,0,4,1,3,6,1.24923664050365e-16,1.91661412621976e-16,"NHB"
"44",NA,"gene",NA,774,193,"rectangle",46,17,"#BFFFBF","dme:Dmel_CG1775",NA,NA,"dme","04933",0,1,0,0,0,0,0.00166666666666667,6,0,5,1,3,1,2.81212417164795e-17,2.02600011085246e-17,"NHNB"
"56",NA,"gene",NA,908,363,"rectangle",46,17,"#BFFFBF","dme:Dmel_CG2275",NA,NA,"dme","04933",0,1,0,0,0,0,0.00166666666666667,5,0,4,1,3,5,1.68727450298877e-16,8.10400044340984e-17,"NHNB"
"59",NA,"gene",NA,470,766,"rectangle",46,17,"#BFFFBF","dme:Dmel_CG1594",NA,NA,"dme","04933",0,1,0,1,0,0,0.00173611111111111,3,0,1,1,3,1,5.5137766704639e-17,1.73342534370438e-17,"NHNB"
