"entryID","name","type","reaction","x","y","graphicalType","width","height","bgcolor","entrez","dictID","reaction_type","org","pathway","is_bottleneck","freq","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"7","ec:2.4.1.223","gene","rn:R05930",1311,281,"rectangle",46,17,"#BFFFBF","cel:CELE_K01G5.6",3306,"irreversible","cel","00534",0,1,0,1,0,0,0.00416666666666667,1,1,0,0,0,2,1,1,"HNB"
"8",NA,"gene","rn:R05925",NA,NA,"line",NA,NA,"#FFFFFF","cel:CELE_Y50D4C.4",NA,NA,"cel","00534",0,1,0,1,0,0,0.00416666666666667,2,0.999993961323009,0,0,0,2,1,1,"HNB"
"9",NA,"gene",NA,NA,NA,"line",NA,NA,"#FFFFFF","cel:CELE_F12F6.3",NA,NA,"cel","00534",0,1,0,1,0,0,0.00416666666666667,3,0.999894360158279,0,0,0,2,1,1,"HNB"
"12",NA,"gene",NA,379,462,"rectangle",46,17,"#BFFFBF","cel:CELE_F08B4.6",NA,NA,"cel","00534",0,1,0,1,0,0,0.00416666666666667,4,0.999869526116983,0,0,0,2,1,1,"HNB"
"18","ec:2.8.2.30","gene",NA,786,941,"rectangle",46,17,"#BFFFBF","cel:CELE_F52B10.2",3310,NA,"cel","00534",0,1,0,1,0,0,0.00416666666666667,8,0.999867123883894,0,0,0,2,1,1,"HNB"
"21","ec:5.1.3.17","gene",NA,610,511,"rectangle",46,17,"#BFFFBF","cel:CELE_B0285.5",3312,NA,"cel","00534",0,1,0,1,0,0,0.00416666666666667,10,0.999865550555445,0,0,0,2,1,1,"HNB"
"27",NA,"gene","rn:R05926",NA,NA,"line",NA,NA,"#FFFFFF","cel:CELE_R10E11.4",NA,NA,"cel","00534",0,1,0,1,0,0,0.00416666666666667,11,0.999863243613495,0,0,0,2,1,1,"HNB"
"28",NA,"gene",NA,964,610,"rectangle",46,17,"#BFFFBF","cel:CELE_C34F6.4",NA,NA,"cel","00534",0,1,0,1,0,0,0.00416666666666667,12,0.999921391109037,0,0,0,2,1,1,"HNB"
"30","ec:2.4.1.225","gene","rn:R05935",1311,352,"rectangle",46,17,"#BFFFBF","cel:CELE_F12F6.3",3313,"irreversible","cel","00534",0,1,0,1,0,0,0.00416666666666667,3,0.999894360158279,0,0,0,2,1,1,"HNB"
"32","ec:2.4.1.224","gene","rn:R05936",1312,422,"rectangle",46,17,"#BFFFBF","cel:CELE_K01G5.6",3314,"irreversible","cel","00534",0,1,0,1,0,0,0.00416666666666667,1,1,0,0,0,2,1,1,"HNB"
"37","ec:5.1.3.17","gene",NA,1312,718,"rectangle",46,17,"#BFFFBF","cel:CELE_B0285.5",3315,NA,"cel","00534",0,1,0,1,0,0,0.00416666666666667,10,0.999865550555445,0,0,0,2,1,1,"HNB"
"38",NA,"gene","rn:R05927",NA,NA,"line",NA,NA,"#FFFFFF","cel:CELE_Y110A2AL.14",NA,NA,"cel","00534",0,1,0,1,0,0,0.00416666666666667,13,0.99988434739987,0,0,0,2,1,1,"HNB"
"39",NA,"gene","rn:R05928",NA,NA,"line",NA,NA,"#FFFFFF","cel:CELE_ZK1307.5",NA,NA,"cel","00534",0,1,0,1,0,0,0.00416666666666667,14,0.999938591886777,0,0,0,2,1,1,"HNB"
"40",NA,"gene","rn:R05930",NA,NA,"line",NA,NA,"#FFFFFF","cel:CELE_K01G5.6",NA,"irreversible","cel","00534",0,1,0,1,0,0,0.00416666666666667,1,1,0,0,0,2,1,1,"HNB"
"41",NA,"gene","rn:R05935",NA,NA,"line",NA,NA,"#FFFFFF","cel:CELE_F12F6.3",NA,"irreversible","cel","00534",0,1,0,1,0,0,0.00416666666666667,3,0.999894360158279,0,0,0,2,1,1,"HNB"
"42",NA,"gene","rn:R05936",NA,NA,"line",NA,NA,"#FFFFFF","cel:CELE_K01G5.6",NA,"irreversible","cel","00534",0,1,0,1,0,0,0.00416666666666667,1,1,0,0,0,2,1,1,"HNB"
"43",NA,"gene","rn:R10138",NA,NA,"line",NA,NA,"#FFFFFF","cel:CELE_F12F6.3",NA,NA,"cel","00534",0,1,0,1,0,0,0.00416666666666667,3,0.999894360158279,0,0,0,2,1,1,"HNB"
"44",NA,"gene","rn:R10139",NA,NA,"line",NA,NA,"#FFFFFF","cel:CELE_F12F6.3",NA,NA,"cel","00534",0,1,0,1,0,0,0.00416666666666667,3,0.999894360158279,0,0,0,2,1,1,"HNB"
"45",NA,"gene",NA,NA,NA,"line",NA,NA,"#FFFFFF","cel:CELE_F12F6.3",NA,NA,"cel","00534",0,1,0,1,0,0,0.00416666666666667,3,0.999894360158279,0,0,0,2,1,1,"HNB"
"46",NA,"gene",NA,545,610,"rectangle",46,17,"#BFFFBF","cel:CELE_C34F6.4",NA,NA,"cel","00534",0,1,0,1,0,0,0.00416666666666667,12,0.999921391109037,0,0,0,2,1,1,"HNB"
"52",NA,"gene",NA,1312,640,"rectangle",46,17,"#BFFFBF","cel:CELE_F08B4.6",NA,NA,"cel","00534",0,1,0,1,0,0,0.00416666666666667,4,0.999869526116983,0,0,0,2,1,1,"HNB"
"54","ec:2.8.2.30","gene",NA,989,941,"rectangle",46,17,"#BFFFBF","cel:CELE_F52B10.2",3317,NA,"cel","00534",0,1,0,1,0,0,0.00416666666666667,8,0.999867123883894,0,0,0,2,1,1,"HNB"
"55","ec:2.8.2.30","gene",NA,1130,942,"rectangle",46,17,"#BFFFBF","cel:CELE_F52B10.2",3318,NA,"cel","00534",0,1,0,1,0,0,0.00416666666666667,8,0.999867123883894,0,0,0,2,1,1,"HNB"
