"entryID","name","type","reaction","x","y","graphicalType","width","height","bgcolor","entrez","dictID","reaction_type","org","pathway","is_bottleneck","freq","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"41","ec:1.14.13.2","gene","rn:R01298",314,206,"rectangle",46,17,"#BFFFBF","pau:PA14_03050",2250,"reversible","pau","00362",1,1,0.00802139037433155,2,0,0,0.00110253583241455,1,0,8,2,8,3,5.29861262047363e-17,5.2240318005787e-17,"NHB"
"53","ec:1.13.11.3","gene","rn:R01631",420,396,"rectangle",46,17,"#BFFFBF","pau:PA14_01900 / pau:PA14_01910",2253,"irreversible","pau","00362",0,1,0.00623885918003565,1,0,0,0.00103305785123967,1,0,7,2,8,2,0,1.28496030455686e-17,"NHNB"
"65","ec:5.5.1.2","gene","rn:R03307",556,396,"rectangle",46,17,"#BFFFBF","pau:PA14_02830",2263,"irreversible","pau","00362",1,1,0.0213903743315508,2,0,0,0.00100401606425703,2,0,6,2,8,4,0,1.90528773278308e-16,"NHB"
"66","ec:4.1.1.44","gene","rn:R03470",675,396,"rectangle",46,17,"#BFFFBF","pau:PA14_02850 / pau:PA14_58220",2264,"reversible","pau","00362",0,1,0.0089126559714795,1,2,0.333333333333333,0.000943396226415094,2,0,5,2,8,4,0,9.16310329660053e-17,"NHNB"
"95","ec:2.3.1.16","gene","rn:R05586",775,899,"rectangle",46,17,"#BFFFBF","pau:PA14_19430 / pau:PA14_25090 / pau:PA14_26010",2273,"irreversible","pau","00362",0,1,0.0112893642305407,1,0,0,0.00100908173562059,3,0,2,2,8,7,6.92136188530948e-15,5.70698831485936e-17,"HNB"
"126","ec:4.2.1.17","gene","rn:R03026",1057,899,"rectangle",46,17,"#BFFFBF","pau:PA14_19740 / pau:PA14_25080 / pau:PA14_40980 / pau:PA14_41950 / pau:PA14_42080",2277,"irreversible","pau","00362",0,1,0,0,0,0,0.000840336134453781,4,0,3,2,8,3,1,1.18172144880655e-16,"NHNB"
"129","ec:1.1.1.157","gene","rn:R01976",1154,899,"rectangle",46,17,"#BFFFBF","pau:PA14_17860 / pau:PA14_43460",2278,"irreversible","pau","00362",0,1,0,11,0,0,0.00153374233128834,4,0,2,2,8,11,6.85471741834462e-16,1,"HNB"
"132","ec:2.3.1.9","gene","rn:R00238",1248,898,"rectangle",46,17,"#BFFFBF","pau:PA14_13090 / pau:PA14_17880 / pau:PA14_31530 / pau:PA14_38630 / pau:PA14_42090 / pau:PA14_63250",2279,"irreversible","pau","00362",0,1,0.00148544266191325,4,0,0,0.00116144018583043,3,0,2,2,8,6,0.796389349478999,0,"NHNB"
"145","ec:2.3.1.174","gene","rn:R00829",1009,522,"rectangle",46,17,"#BFFFBF","pau:PA14_02790",2283,"irreversible","pau","00362",0,1,0,0,0,0,0.000840336134453781,3,0,3,2,8,6,6.75365745524167e-15,2.50435691379967e-16,"NHNB"
"147","ec:1.3.1.25","gene","rn:R00813",295,512,"rectangle",46,17,"#BFFFBF","pau:PA14_32130",2284,"irreversible","pau","00362",1,1,0,0,0,0,0.000840336134453781,6,0,8,2,8,5,0,1.25217845689983e-16,"NHB"
